index,y
22722,0.008093273
22723,0.013791977
22724,0.010478664
22725,0.00042541604
22726,0.8889712
22727,0.013489006
22728,0.12517412
22729,0.06773827
22730,0.048519917
22731,0.15147355
22732,0.4693618
22733,0.08146864
22734,0.018057996
22735,0.075762756
22736,0.12147751
22737,0.01957419
22738,0.19189794
22739,0.15558729
22740,0.22178692
22741,0.074832395
22742,0.02734727
22743,-0.019769922
22744,0.081435286
22745,0.018775182
22746,0.13318235
22747,0.064808585
22748,0.05030305
22749,0.06354655
22750,0.050438117
22751,0.010821752
22752,0.009703668
22753,0.12564568
22754,0.22326015
22755,0.054657314
22756,0.023795143
22757,0.031046854
22758,0.102074705
22759,0.11031048
22760,0.07127248
22761,0.061934777
22762,0.013790395
22763,0.41589504
22764,0.017881555
22765,0.027061941
22766,0.04856894
22767,0.03327843
22768,0.05257313
22769,0.16014685
22770,0.06920001
22771,0.012057936
22772,0.045488447
22773,0.08233147
22774,0.06520858
22775,0.12579957
22776,0.08952107
22777,0.05802785
22778,0.60004777
22779,0.103679486
22780,0.46135607
22781,0.06320129
22782,0.07207894
22783,0.11876383
22784,0.016420474
22785,0.11833934
22786,0.077916995
22787,0.025021171
22788,0.11639801
22789,0.024238724
22790,0.15859847
22791,0.028566822
22792,0.011243035
22793,0.02604265
22794,0.50094914
22795,0.03618948
22796,0.01917023
22797,0.0700501
22798,0.020788273
22799,0.033854745
22800,0.08644927
22801,0.017891329
22802,0.040767536
22803,0.017330628
22804,0.030725332
22805,-0.02339829
22806,0.024636116
22807,0.099430345
22808,0.5945957
22809,0.07130651
22810,0.061087582
22811,0.11822486
22812,0.73640454
22813,0.02734727
22814,0.0016756962
22815,0.09746519
22816,0.049619243
22817,0.022235824
22818,-0.0031341328
22819,0.011611822
22820,0.021265302
22821,0.087021306
22822,0.051645994
22823,0.009881676
22824,0.08080169
22825,0.011413513
22826,0.058668684
22827,-0.03951132
22828,0.096666895
22829,0.05305062
22830,0.35402983
22831,0.01837859
22832,0.5514305
22833,0.18345512
22834,0.051328145
22835,0.244524
22836,0.04336307
22837,0.026231416
22838,0.18965095
22839,0.0834861
22840,-0.0012350809
22841,0.03169143
22842,0.060196094
22843,0.12763393
22844,0.16147412
22845,0.07998123
22846,0.04549387
22847,0.6505266
22848,0.04774337
22849,0.20510282
22850,0.017640688
22851,0.06472874
22852,0.10157834
22853,0.08558364
22854,0.048115086
22855,0.09944103
22856,0.077888556
22857,0.031771757
22858,0.11386241
22859,0.23618539
22860,0.01844088
22861,0.06687037
22862,0.11959597
22863,0.07501717
22864,0.06441488
22865,0.021180993
22866,0.025865514
22867,0.04748731
22868,0.06055221
22869,0.01778829
22870,0.064623654
22871,0.08165528
22872,0.10485143
22873,0.4113703
22874,0.025978314
22875,0.19472069
22876,-0.0052854274
22877,0.038957965
22878,0.07889077
22879,0.13105428
22880,0.13318235
22881,0.07033828
22882,0.053359404
22883,-0.0019189728
22884,0.43018287
22885,0.058965888
22886,0.013308287
22887,0.037645075
22888,0.079086185
22889,0.83126336
22890,0.066865124
22891,0.07686498
22892,0.23176755
22893,0.097638324
22894,0.034758337
22895,0.028533766
22896,0.030328529
22897,0.02162175
22898,0.022924755
22899,0.019655835
22900,0.25003117
22901,0.0595747
22902,0.16075194
22903,0.04242858
22904,0.020953655
22905,0.06761005
22906,0.03067586
22907,0.10871481
22908,0.056719538
22909,0.078542575
22910,0.030378398
22911,0.055753108
22912,0.019454138
22913,0.08207002
22914,0.20375422
22915,0.035326544
22916,0.025686411
22917,0.13725874
22918,0.81099683
22919,0.020499466
22920,0.0876144
22921,0.0040705022
22922,0.23155597
22923,0.054417294
22924,0.09456766
22925,0.040882025
22926,0.099128716
22927,0.16470562
22928,0.1607272
22929,0.037275404
22930,0.024736634
22931,0.051602475
22932,0.066998996
22933,0.020794427
22934,0.08619939
22935,0.14281788
22936,0.03681405
22937,0.13251562
22938,0.021228643
22939,0.050118953
22940,0.08234018
22941,0.059957646
22942,0.090449914
22943,0.44010803
22944,0.06243132
22945,0.33896443
22946,0.06404995
22947,0.009254331
22948,0.015712835
22949,0.08473514
22950,0.118745506
22951,0.15223394
22952,0.0592924
22953,0.0360419
22954,0.047458492
22955,0.23780921
22956,-0.0023001619
22957,0.020374708
22958,0.036072854
22959,0.07899969
22960,0.11460303
22961,0.009459492
22962,0.080427215
22963,-0.0082921395
22964,0.032025307
22965,0.057192247
22966,0.10069384
22967,-0.029758051
22968,0.038774226
22969,0.047619767
22970,0.106382266
22971,0.12505269
22972,0.01766624
22973,0.080144756
22974,0.020568557
22975,0.15556765
22976,0.05679631
22977,0.07437953
22978,0.042380866
22979,0.451205
22980,0.015242124
22981,0.24692355
22982,0.009006707
22983,0.037898384
22984,0.14246513
22985,-0.00027763858
22986,0.015373381
22987,0.053939708
22988,0.01957419
22989,0.017592127
22990,0.0665091
22991,0.2294071
22992,0.011472764
22993,0.014715396
22994,0.0709338
22995,0.037872456
22996,0.67827874
22997,0.11921345
22998,0.05835325
22999,0.53568345
23000,0.09844648
23001,-0.007878333
23002,0.047005333
23003,0.4767969
23004,0.018258758
23005,0.046531446
23006,0.031440303
23007,0.14290005
23008,-0.0016622467
23009,0.013033033
23010,0.049495246
23011,0.04132442
23012,0.06512712
23013,0.6101881
23014,0.072565064
23015,0.03160161
23016,0.1231796
23017,0.4170767
23018,0.09805887
23019,0.074275956
23020,0.028529057
23021,0.023019308
23022,-0.01256169
23023,0.3376839
23024,0.03537318
23025,0.04269742
23026,-0.0036381686
23027,0.041853715
23028,0.30075696
23029,0.5160289
23030,0.502974
23031,0.11452816
23032,0.088388994
23033,0.057617027
23034,0.09617745
23035,0.05089294
23036,0.66009104
23037,0.034480978
23038,1.1430494
23039,0.091860935
23040,0.13598657
23041,0.052005626
23042,0.012932168
23043,0.10093929
23044,0.9407072
23045,-0.011733675
23046,0.027651798
23047,0.01833025
23048,-0.013868175
23049,0.07662103
23050,0.09135119
23051,-0.00020035377
23052,0.0033953527
23053,0.04117271
23054,0.22258605
23055,0.9503094
23056,0.04283625
23057,0.021786897
23058,0.0074006426
23059,0.06539321
23060,0.027533295
23061,0.020277979
23062,0.018440362
23063,0.33806843
23064,0.37502053
23065,0.0051274165
23066,0.07730516
23067,0.014464602
23068,0.060260467
23069,0.10310663
23070,0.13869669
23071,0.07121467
23072,0.091075525
23073,0.08106791
23074,0.042989817
23075,0.09977175
23076,0.35307372
23077,0.021254305
23078,0.13505271
23079,0.16829626
23080,0.07385437
23081,-0.008937631
23082,0.3855936
23083,0.13900521
23084,0.056116324
23085,0.11781951
23086,0.25931635
23087,0.061198182
23088,0.045817122
23089,0.024186147
23090,0.2759521
23091,0.0562167
23092,0.1364282
23093,0.111952916
23094,0.049223475
23095,0.4553212
23096,0.07586884
23097,0.08655061
23098,0.2812063
23099,0.5581561
23100,0.008930342
23101,0.67178917
23102,0.031760767
23103,0.08456966
23104,0.013550288
23105,0.046848774
23106,0.08266873
23107,0.036207054
23108,0.10406401
23109,0.23176755
23110,0.07552657
23111,0.13611645
23112,-0.034635767
23113,0.05560194
23114,0.008037267
23115,0.09716477
23116,0.060416006
23117,0.055402793
23118,-0.017012913
23119,0.10190016
23120,0.054647624
23121,0.037763342
23122,0.07784795
23123,-0.004563089
23124,0.07862378
23125,0.052740443
23126,0.32591057
23127,0.057893924
23128,0.11362352
23129,0.116317965
23130,0.47040156
23131,0.03856993
23132,0.016269814
23133,0.032232925
23134,0.06627286
23135,0.14464813
23136,0.9799821
23137,0.03383227
23138,0.16632825
23139,0.29584512
23140,0.81092376
23141,0.0030315705
23142,0.13125436
23143,0.05414357
23144,0.0006607631
23145,0.023585696
23146,0.22291403
23147,0.23212779
23148,0.072007984
23149,0.13811529
23150,0.055804923
23151,0.09675656
23152,0.027061068
23153,0.009023541
23154,0.2063367
23155,0.6676942
23156,1.0110986
23157,0.04901056
23158,0.1343707
23159,0.04374741
23160,0.014478014
23161,0.06166567
23162,0.05181688
23163,0.20055975
23164,0.054662213
23165,0.075659625
23166,0.09123642
23167,0.1289615
23168,0.07003372
23169,0.049946543
23170,0.02412807
23171,0.07770821
23172,0.0068368716
23173,0.068414316
23174,0.12879957
23175,0.080519766
23176,0.044651877
23177,0.009160915
23178,0.08996162
23179,0.030925909
23180,0.11436038
23181,0.055969056
23182,0.07271842
23183,0.025842639
23184,0.07506322
23185,0.3766177
23186,0.036225837
23187,-0.0008603134
23188,0.08603653
23189,-0.039308473
23190,0.3923899
23191,0.0219006
23192,0.06887438
23193,0.03957253
23194,0.09967866
23195,0.038972836
23196,0.06635565
23197,0.075782165
23198,0.044745196
23199,0.112119
23200,0.014074942
23201,0.10364034
23202,0.038817648
23203,0.04229725
23204,0.053580668
23205,0.03244327
23206,0.31215334
23207,0.09214684
23208,0.050004907
23209,0.5374794
23210,0.20932728
23211,0.16518469
23212,0.014532193
23213,0.061099604
23214,-0.023414128
23215,0.083231784
23216,0.088235386
23217,0.10212304
23218,0.050712343
23219,0.03199092
23220,0.037684593
23221,-0.043953992
23222,0.085743725
23223,0.2121721
23224,0.10957
23225,0.06512712
23226,-0.005034294
23227,0.070271015
23228,0.07939393
23229,0.056424975
23230,0.13876426
23231,0.09264763
23232,0.18705897
23233,0.056446314
23234,0.035213985
23235,0.0060974364
23236,0.04507342
23237,0.19321759
23238,0.042468023
23239,0.075586945
23240,0.6271787
23241,-0.023942897
23242,0.033593964
23243,0.056909364
23244,0.04266123
23245,0.054622333
23246,0.054211788
23247,0.44431156
23248,-0.00779685
23249,0.123546116
23250,0.067963876
23251,0.022421723
23252,0.026706146
23253,0.061065175
23254,0.0038386548
23255,0.025878021
23256,0.20467287
23257,-0.045739263
23258,0.10520431
23259,0.22654372
23260,0.10064965
23261,0.05249171
23262,0.109526746
23263,0.49665686
23264,0.5025583
23265,0.066948116
23266,-0.0015902787
23267,0.11020565
23268,0.061720155
23269,0.081475064
23270,0.02581365
23271,0.052004308
23272,0.050983444
23273,0.08236477
23274,0.031372473
23275,0.0012929507
23276,0.06515231
23277,0.19831553
23278,0.121301495
23279,0.04369752
23280,0.07536858
23281,0.012126004
23282,0.08568026
23283,0.064481795
23284,0.4865895
23285,0.04992895
23286,-0.007560206
23287,0.021346051
23288,-0.00899885
23289,0.034784313
23290,0.10232487
23291,0.051477995
23292,0.016118947
23293,0.05121007
23294,0.06520549
23295,0.015068045
23296,0.28143692
23297,0.086378224
23298,0.056154307
23299,0.05624074
23300,0.08293704
23301,0.07958062
23302,0.0326197
23303,0.048533455
23304,0.028215308
23305,0.010642779
23306,0.039818108
23307,0.110073715
23308,0.106228836
23309,0.06299346
23310,0.053819034
23311,0.093284875
23312,0.77423847
23313,0.058145445
23314,0.025411377
23315,0.05946
23316,0.08166434
23317,0.11942103
23318,0.020738294
23319,0.05737469
23320,0.029823508
23321,0.108005896
23322,0.014519559
23323,0.045163844
23324,0.047481023
23325,0.008268766
23326,0.001796005
23327,0.24751899
23328,0.09106112
23329,0.11784154
23330,0.59324694
23331,0.09545982
23332,0.022426998
23333,0.22653143
23334,0.03566027
23335,0.018152077
23336,0.13536835
23337,0.027071485
23338,0.03302885
23339,0.09492129
23340,0.019867364
23341,0.054896843
23342,0.06578998
23343,0.034731142
23344,0.30077073
23345,0.097137265
23346,-0.018725293
23347,0.19247936
23348,0.04961361
23349,0.49875608
23350,0.031774268
23351,0.16209583
23352,0.054449607
23353,0.093877845
23354,0.037315454
23355,0.11839393
23356,0.07960261
23357,0.07437953
23358,0.14168124
23359,0.21434526
23360,0.27690408
23361,0.005285106
23362,0.034543846
23363,0.009270238
23364,0.9938739
23365,0.09655492
23366,0.094556585
23367,-0.0005117895
23368,0.05593523
23369,0.005681303
23370,0.24755786
23371,0.16577552
23372,0.11793077
23373,0.025387878
23374,0.08203572
23375,0.04866313
23376,0.023736488
23377,0.066917196
23378,-0.0020110542
23379,0.05357354
23380,0.08080269
23381,0.05231634
23382,0.27716723
23383,0.09062345
23384,0.37150526
23385,0.16923524
23386,0.028517826
23387,0.62090445
23388,0.3256767
23389,0.52588224
23390,0.095395245
23391,0.06531292
23392,0.035764005
23393,0.040694047
23394,0.39167064
23395,0.0340789
23396,0.12195208
23397,0.10617376
23398,0.06594743
23399,0.02171886
23400,0.118271135
23401,-0.025981091
23402,0.026467117
23403,0.039862916
23404,0.10929552
23405,0.08695318
23406,1.1732907
23407,0.028337684
23408,0.14672875
23409,0.07165908
23410,0.01577027
23411,0.07724458
23412,0.19159557
23413,0.030149553
23414,0.053286523
23415,0.085491836
23416,0.09499984
23417,0.11480127
23418,0.098554425
23419,-0.009048345
23420,0.016694132
23421,0.067731105
23422,-0.0024867817
23423,0.06299346
23424,0.06865732
23425,-0.02673558
23426,0.0047918293
23427,0.24416395
23428,0.081874676
23429,0.08196791
23430,0.10128854
23431,0.05740993
23432,0.1109663
23433,0.041925706
23434,0.051436298
23435,0.14504887
23436,0.18274409
23437,0.5285255
23438,-0.030302074
23439,0.1389801
23440,0.0067453287
23441,0.17980292
23442,0.042928774
23443,0.014540863
23444,0.09603565
23445,0.11354337
23446,0.1461486
23447,-0.0033220905
23448,0.0350631
23449,0.017777663
23450,0.05590755
23451,0.049970735
23452,-0.02305607
23453,0.05205999
23454,0.121996365
23455,0.047870096
23456,0.07343015
23457,0.0025903548
23458,0.034393128
23459,0.0660339
23460,0.02888489
23461,0.045143902
23462,0.12874025
23463,0.010854145
23464,0.2628183
23465,0.68245614
23466,0.57875305
23467,0.14581078
23468,0.0016675624
23469,0.4864538
23470,0.046562694
23471,0.8577661
23472,0.019655835
23473,0.13477677
23474,0.33023676
23475,0.114886604
23476,0.11874599
23477,-0.009081237
23478,-0.00060553034
23479,0.010688479
23480,-0.03128154
23481,0.062065076
23482,-0.0065347613
23483,0.05866779
23484,0.019108329
23485,0.029817967
23486,0.006072655
23487,0.18411914
23488,0.47986326
23489,0.055472936
23490,0.051786676
23491,0.06199615
23492,0.035595942
23493,0.24822228
23494,0.63224155
23495,0.014803724
23496,0.18680821
23497,0.05261196
23498,0.652778
23499,0.014512606
23500,0.011056543
23501,-0.02272101
23502,0.11161806
23503,0.030798562
23504,0.12416493
23505,0.02414558
23506,0.08782307
23507,0.06756876
23508,0.030151393
23509,0.03855225
23510,0.06417685
23511,0.044639155
23512,0.15890402
23513,0.04327716
23514,0.27648494
23515,0.08739656
23516,0.0004371293
23517,0.048197284
23518,0.30263588
23519,0.0932966
23520,0.16807474
23521,0.14561017
23522,0.5914426
23523,0.015791668
23524,0.08682985
23525,0.47524405
23526,0.041534442
23527,0.02248245
23528,0.02468619
23529,0.04569141
23530,0.021927634
23531,-0.0023754397
23532,0.28129444
23533,0.019326333
23534,0.03635249
23535,0.061780207
23536,0.012937045
23537,0.052418794
23538,0.024598703
23539,0.023312885
23540,0.052122425
23541,0.050801266
23542,-0.0125248
23543,0.030967187
23544,0.10981261
23545,0.059678875
23546,0.15164633
23547,0.017838461
23548,0.060799003
23549,-0.011516712
23550,0.035985492
23551,0.038512073
23552,0.09319772
23553,0.679265
23554,0.26955682
23555,0.10368945
23556,0.24699438
23557,0.018656705
23558,0.034543846
23559,0.04201051
23560,0.19856821
23561,0.21564297
23562,0.06253202
23563,0.009171649
23564,0.0963046
23565,0.048280418
23566,0.059059586
23567,0.008674498
23568,0.049113065
23569,0.012324042
23570,-0.003752047
23571,0.029152233
23572,0.11828344
23573,0.15996112
23574,0.077549145
23575,-0.04699063
23576,0.118467465
23577,0.52744484
23578,0.105740085
23579,0.0913901
23580,0.023038063
23581,0.021806782
23582,0.07164535
23583,0.014367515
23584,0.0023835597
23585,0.46017274
23586,0.026240095
23587,0.033359803
23588,0.082442015
23589,0.07816878
23590,0.00626248
23591,0.06063229
23592,0.05507343
23593,0.07930474
23594,0.19017178
23595,0.050664775
23596,0.046360984
23597,0.015043895
23598,0.29463735
23599,0.1106092
23600,0.1971854
23601,0.009270238
23602,0.09066195
23603,0.14825049
23604,0.079723105
23605,0.14496315
23606,0.022070335
23607,0.119050354
23608,0.10557532
23609,0.61526895
23610,0.05010612
23611,0.058438342
23612,0.08259419
23613,0.14794226
23614,0.048065014
23615,0.5077446
23616,0.27533227
23617,0.04907483
23618,0.056241762
23619,0.1275277
23620,0.010466101
23621,0.06157263
23622,0.08424235
23623,0.041742243
23624,0.041839976
23625,0.09663815
23626,0.122408494
23627,0.31481928
23628,0.13011904
23629,-0.038296122
23630,0.11021327
23631,0.03270388
23632,0.009155245
23633,0.08135174
23634,0.029080367
23635,-0.0057453364
23636,0.12132276
23637,0.0946188
23638,0.045539625
23639,0.056116324
23640,0.08749581
23641,0.010006976
23642,0.46133706
23643,0.0061039757
23644,0.049722135
23645,0.11679187
23646,0.7256595
23647,0.030510118
23648,0.032252617
23649,0.06262978
23650,0.074534655
23651,0.14337696
23652,0.3861469
23653,0.08137727
23654,0.066661716
23655,0.13906914
23656,0.034474947
23657,0.056575824
23658,0.5922468
23659,0.0027014813
23660,0.01119523
23661,-0.022815516
23662,-0.0011363253
23663,0.3469658
23664,0.067992225
23665,0.04201746
23666,0.32527804
23667,0.014938543
23668,0.07653367
23669,0.09485765
23670,0.055530187
23671,0.44864598
23672,-0.0015571658
23673,0.13378009
23674,-0.0047198995
23675,0.05034805
23676,0.111983955
23677,0.18673523
23678,0.27873915
23679,0.051125288
23680,-0.018507376
23681,0.082249306
23682,0.027489938
23683,0.06678884
23684,0.028939271
23685,0.071998976
23686,0.06320758
23687,0.05259179
23688,0.06903006
23689,0.021709153
23690,0.046029046
23691,0.2675918
23692,0.1622046
23693,0.052034844
23694,0.07275428
23695,0.4329501
23696,0.036061864
23697,0.38885832
23698,0.311621
23699,0.5439868
23700,0.046096202
23701,0.11679187
23702,0.034719974
23703,0.071879014
23704,0.075330906
23705,0.060059518
23706,0.07934176
23707,0.21521173
23708,0.038954914
23709,0.18022022
23710,0.050656185
23711,0.10085422
23712,0.057929583
23713,0.094087705
23714,0.03105364
23715,0.09681329
23716,0.03951574
23717,0.013887703
23718,0.03721443
23719,0.27703288
23720,0.03195515
23721,0.0676587
23722,0.019971356
23723,0.07111988
23724,0.05911459
23725,0.3448395
23726,-0.01471642
23727,0.06444197
23728,0.045477416
23729,0.07216828
23730,0.061499193
23731,0.15529434
23732,0.046494316
23733,0.059001718
23734,0.057320196
23735,-0.011290741
23736,0.09219045
23737,0.01733718
23738,0.13274318
23739,0.042007666
23740,0.18286702
23741,0.063188285
23742,0.09581642
23743,0.1344552
23744,0.45174634
23745,0.045910448
23746,0.1033195
23747,0.15457353
23748,0.032271214
23749,0.008641987
23750,0.10896119
23751,0.029659659
23752,0.071551256
23753,0.023125377
23754,0.029869827
23755,0.015433671
23756,0.16564028
23757,0.15964824
23758,0.059333432
23759,0.017759219
23760,0.04855808
23761,0.030421667
23762,0.8922801
23763,0.07233249
23764,-0.007621212
23765,0.32939383
23766,0.061249793
23767,0.088030204
23768,0.0049161897
23769,0.1183665
23770,0.021183873
23771,0.04027643
23772,0.045375675
23773,0.1078632
23774,0.123177975
23775,0.002484397
23776,0.0039860136
23777,0.031247456
23778,0.0587685
23779,0.72869277
23780,0.09398382
23781,0.054407977
23782,0.055554375
23783,0.025038831
23784,0.04941476
23785,0.09014998
23786,0.081035905
23787,0.24803476
23788,0.38630766
23789,0.06329535
23790,0.12095138
23791,0.078467116
23792,0.08296373
23793,0.070981376
23794,0.11321913
23795,0.04816012
23796,0.05875661
23797,0.13891938
23798,0.83323205
23799,0.06088623
23800,0.04579466
23801,0.13499793
23802,0.06964739
23803,0.06533431
23804,0.0010409594
23805,0.018908408
23806,0.027243458
23807,0.044091478
23808,-0.031303722
23809,0.06686794
23810,0.056127403
23811,0.28231335
23812,0.19736023
23813,0.19656157
23814,0.08681183
23815,0.04387929
23816,0.012596472
23817,0.15241678
23818,0.074360274
23819,0.067980774
23820,0.086067185
23821,0.04345935
23822,0.09316803
23823,0.058219906
23824,0.10009244
23825,0.033020083
23826,-0.0011096916
23827,0.07641082
23828,0.065328725
23829,0.10491818
23830,0.009670779
23831,0.09179439
23832,0.10670737
23833,-0.00075552426
23834,0.06751705
23835,0.023991693
23836,0.043016165
23837,0.029417364
23838,0.089482166
23839,0.1627307
23840,0.07748858
23841,0.059807543
23842,0.059109308
23843,0.0056401645
23844,0.04072037
23845,0.19775501
23846,0.057315815
23847,0.015989231
23848,0.37921888
23849,0.019978642
23850,0.029607423
23851,0.15886682
23852,0.07165879
23853,0.036225837
23854,0.12448765
23855,0.038653616
23856,0.06459557
23857,0.06409746
23858,0.053324085
23859,-0.09603851
23860,0.46133706
23861,0.068884425
23862,0.036067173
23863,0.058558322
23864,0.038502824
23865,0.079547085
23866,0.019367332
23867,0.048087005
23868,0.8460175
23869,0.015171943
23870,0.4039134
23871,0.0035573205
23872,0.034896377
23873,0.040147457
23874,0.049810857
23875,0.016690861
23876,0.03325895
23877,0.13571179
23878,0.058697633
23879,0.0565854
23880,0.09780778
23881,0.023379488
23882,0.14807089
23883,0.059717897
23884,-0.02716785
23885,0.020876072
23886,0.074621595
23887,0.16798379
23888,0.08205781
23889,0.13299477
23890,0.00971493
23891,0.04078344
23892,0.04940803
23893,0.10479654
23894,0.03153551
23895,0.38254195
23896,0.061256543
23897,0.047440425
23898,0.23755783
23899,0.003031293
23900,-0.071864486
23901,0.34451112
23902,0.16112149
23903,0.010407743
23904,0.16542608
23905,-0.0018442913
23906,0.20454815
23907,-0.0008918806
23908,0.04142341
23909,0.7261829
23910,0.11458147
23911,0.046558768
23912,0.115795664
23913,0.015204657
23914,0.045924995
23915,0.11193855
23916,0.28602007
23917,0.14504817
23918,0.050540205
23919,0.2766975
23920,0.024635816
23921,0.15469913
23922,0.010179251
23923,0.10525572
23924,0.09857038
23925,0.04801426
23926,0.038543656
23927,0.21848059
23928,0.05400837
23929,0.61865854
23930,0.07939663
23931,0.41641688
23932,0.093997076
23933,0.011472764
23934,0.075661354
23935,0.67905027
23936,0.0065190895
23937,0.19979987
23938,0.71313727
23939,0.07922056
23940,0.048674516
23941,0.5360164
23942,0.4518962
23943,0.38407484
23944,0.4351127
23945,0.86779463
23946,0.0429839
23947,0.0644151
23948,0.75630236
23949,0.034839828
23950,0.5713261
23951,0.123678625
23952,0.03419853
23953,0.04851061
23954,0.0014318402
23955,0.2327413
23956,0.08712032
23957,0.05009633
23958,0.029609913
23959,0.21550764
23960,0.13885434
23961,0.05253861
23962,-0.01668588
23963,0.1266259
23964,0.096760094
23965,0.04634677
23966,0.018602422
23967,0.049667537
23968,0.11477761
23969,0.025999105
23970,0.11136298
23971,0.39152795
23972,0.048060097
23973,0.052122425
23974,0.028566191
23975,0.06337256
23976,0.2543288
23977,0.009721034
23978,0.08567376
23979,0.090149954
23980,0.02061706
23981,0.093229026
23982,-0.0012141475
23983,0.73871213
23984,0.123559624
23985,0.04408353
23986,0.08091363
23987,0.29927078
23988,0.037013136
23989,0.28815383
23990,0.15529434
23991,0.03392219
23992,0.07650911
23993,0.05418691
23994,0.08877049
23995,0.11706155
23996,0.03055755
23997,0.06038043
23998,0.06995868
23999,0.042593736
24000,0.09313454
24001,0.06513591
24002,0.25926363
24003,0.08299251
24004,0.0937429
24005,0.023429237
24006,0.3372015
24007,-0.006174696
24008,-0.010009116
24009,0.03584177
24010,0.025191283
24011,0.025879383
24012,-0.0024451017
24013,0.01987058
24014,0.8581438
24015,1.2959665
24016,0.05975156
24017,0.03848106
24018,0.15247738
24019,0.08852444
24020,0.057031773
24021,0.030843608
24022,0.049185105
24023,0.077989146
24024,0.130551
24025,0.074972644
24026,0.063287646
24027,0.101592496
24028,0.026469307
24029,-0.012050882
24030,0.17298159
24031,0.31607035
24032,0.054866754
24033,0.015661653
24034,0.066449836
24035,0.07937716
24036,0.095581815
24037,0.025641434
24038,-0.048810866
24039,0.33237544
24040,0.0662647
24041,0.09759492
24042,0.07218637
24043,0.04346442
24044,0.026410246
24045,0.053152405
24046,0.017541751
24047,0.018322444
24048,0.0099835545
24049,0.30622563
24050,0.043940134
24051,0.047904108
24052,0.19587384
24053,0.020410337
24054,0.0074076355
24055,0.07747253
24056,0.03324729
24057,0.04794109
24058,0.55364853
24059,0.16440083
24060,1.0404136
24061,0.08081301
24062,0.057078723
24063,0.002246468
24064,0.01191946
24065,0.008275109
24066,0.06308839
24067,0.023062631
24068,0.023517031
24069,0.07046227
24070,0.2595782
24071,0.029265616
24072,0.034380447
24073,0.12022801
24074,0.04844965
24075,0.08236405
24076,0.058464214
24077,0.8375787
24078,0.10824276
24079,0.018258758
24080,-0.026557416
24081,0.03714835
24082,0.05582254
24083,0.06200862
24084,-0.0047274744
24085,0.030123267
24086,0.1498889
24087,0.055638447
24088,0.037406832
24089,0.00688656
24090,0.055887606
24091,0.027956145
24092,0.6786686
24093,0.024108876
24094,0.0535381
24095,0.068761766
24096,0.046312574
24097,0.17339541
24098,0.010616754
24099,0.08508843
24100,0.087924264
24101,0.08705971
24102,0.05134447
24103,0.29700255
24104,0.0874737
24105,0.05308367
24106,0.08932803
24107,0.095104136
24108,0.056009647
24109,0.037394337
24110,0.026318206
24111,0.06025029
24112,0.232554
24113,0.19219442
24114,0.036464855
24115,0.05060143
24116,-0.009520146
24117,0.121788986
24118,0.0020929233
24119,0.020789018
24120,-0.012874333
24121,0.06318608
24122,0.25066185
24123,0.0902971
24124,0.060138263
24125,0.12837394
24126,0.09279083
24127,0.033901423
24128,0.064431205
24129,0.0389246
24130,0.015530263
24131,0.68428445
24132,0.066464335
24133,0.01899978
24134,0.11835193
24135,-0.053655874
24136,0.51734066
24137,0.037083372
24138,0.0472015
24139,0.005603814
24140,0.19352157
24141,0.35444275
24142,0.07308274
24143,0.044842348
24144,0.47112423
